Regulated Donee,Donor,Donation Type,Date Accepted,Date Reported,Measure Names,Destination,Nature Of Donation,Position Standing For,Purpose Of Visit,Value
Tasmina Ahmed-Sheikh MP,United Arab Emirates Ministry of Foreign Affairs,Visit,01/04/2016,12/04/2016,Value,United Arab Emirates,,,"to meet with Government Ministers, Members of the Federal National Council and senior business figures to build on the bilateral relationship and promote trade and investment ties.","£2,800.00"
Team Jackson,Peak Scientific,Cash,09/01/2020,05/02/2020,Value,,,,,"£10,000.00"
Teddy Taylor,BAA Plc,Non Cash,30/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
Terence Anthony Gordon Davis,BAA Plc,Non Cash,17/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
Tessa Jowell MP," Alan Sharr",Cash,23/06/2015,27/07/2015,Value,,,,,"£10,000.00"
Tessa Jowell MP," Christina Smith",Cash,29/09/2015,27/10/2015,Value,,,,,"£2,000.00"
Tessa Jowell MP," Roland Rudd",Cash,29/09/2015,27/10/2015,Value,,,,,"£5,000.00"
Tessa Jowell MP," Stelio Stefanou",Cash,29/09/2015,27/10/2015,Value,,,,,"£15,000.00"
Tessa Jowell MP," Victor Blank",Cash,19/06/2015,27/07/2015,Value,,,,,"£10,000.00"
Tessa Jowell MP,British Airways,Visit,09/02/2014,07/07/2014,Value,New Delhi and Bangalore,,,"To participate in a conference as part of my work for Magic Bus, and to volunteer on a Magic Bus project.","£2,120.00"
Tessa Jowell MP,Canary Wharf Ltd,Cash,28/06/2015,27/07/2015,Value,,,,,"£11,500.00"
Tessa Jowell MP,Chinese for Labour,Cash,12/07/2015,04/08/2015,Value,,,,,"£10,000.00"
Tessa Jowell MP,Grandmet Management Ltd,Cash,29/09/2015,27/10/2015,Value,,,,,"£5,000.00"
Tessa Jowell MP,London School of Economics and Political Science,Visit,22/10/2013,07/07/2014,Value,"Rio de Janeiro, Brazil",,,To attend and speak at Urban Age City Transformations conference.,"£6,445.35"
Tessa Jowell MP,Ministry of Sound Ltd,Cash,29/09/2015,27/10/2015,Value,,,,,"£45,000.00"
Tessa Jowell MP,Mr Keith Mills,Cash,09/06/2015,04/08/2015,Value,,,,,"£10,000.00"
Tessa Jowell MP,Mr Mark Glover,Cash,06/07/2015,04/08/2015,Value,,,,,"£3,000.00"
Tessa Jowell MP,Mr Mervyn Davies,Cash,04/05/2015,11/06/2015,Value,,,Labour London mayoral candidate,,"£10,000.00"
Tessa Jowell MP,Mr Paul Myners,Cash,04/05/2015,11/06/2015,Value,,,,,"£5,000.00"
Tessa Jowell MP,Mr Trevor Beattie,Cash,18/05/2015,11/06/2015,Value,,,Labour London mayoral candidate,,"£5,000.00"
Tessa Jowell MP,Politicshome,Non Cash,01/10/2010,01/11/2010,Value,,Consultancy services,,,"£3,123.40"
Tessa Jowell MP,Sightsavers,Visit,20/07/2013,10/12/2013,Value,Malawi,,,To see early intervention/development stratagies.,"£2,900.53"
Tessa Jowell MP,Streamline Marketing Group,Visit,29/11/2013,07/07/2014,Value,Mumbai and Dubai,,,"To attend Magic Bus Global Council Meeting in Mumbai and Emerging Host 
Cities conference in Dubai.","£3,015.00"
Tessa Jowell MP,Tamares Ltd,Cash,29/09/2015,27/10/2015,Value,,,,,"£10,000.00"
Tessa Jowell MP,Terzano Ltd,Cash,07/07/2015,04/08/2015,Value,,,,,"£10,000.00"
Tessa Jowell MP,Wave Trust,Visit,15/06/2014,07/07/2014,Value,New York,,,To present petition on importance of early childhood development to adviser to Secretary General of the UN.,"£5,251.25"
Tessa Munt MP,Ms Jayne Doutch,Non Cash,25/06/2014,28/07/2014,Value,,Other,,,"£3,000.00"
The Fabian Society,Barrow Cadbury,Cash,28/09/2011,29/03/2012,Value,,,,,"£15,000.00"
The Fabian Society,Countryside Alliance,Cash,14/02/2017,20/02/2017,Value,,,,,"£18,000.00"
The Fabian Society,JRRT,Cash,04/11/2015,29/04/2016,Value,,,,,"£10,782.00"
The Fabian Society,JRRT,Cash,05/02/2016,29/04/2016,Value,,,,,"£10,782.00"
The Fabian Society,JRRT,Cash,29/04/2016,29/04/2016,Value,,,,,"£7,189.00"
The Fabian Society,Lord Charles Falconer,Cash,10/06/2016,13/06/2016,Value,,,,,"£10,000.00"
The Fabian Society,Lord Charles Falconer,Cash,29/07/2016,09/08/2016,Value,,,,,"£5,000.00"
The Fabian Society,UNISON,Cash,10/10/2016,21/10/2016,Value,,,,,"£3,000.00"
The Fabian Society,UNISON,Cash,21/10/2016,21/10/2016,Value,,,,,"£7,000.00"
The Spring Lunch," D William-Ellis",Non Cash,18/03/2015,16/04/2015,Value,,Auction prizes,,,"£10,500.00"
The Spring Lunch," Lorraine Spencer",Cash,16/05/2018,12/06/2018,Value,,,,,"£8,000.00"
The Spring Lunch," Michael E Slade",Non Cash,11/05/2016,09/08/2016,Value,,Auction prizes,,,"£11,826.00"
The Spring Lunch,Bearwood Corporate Services Ltd,Cash,17/07/2007,01/08/2007,Value,,,,,"£7,000.00"
The Spring Lunch,Bridgeman Art Library Ltd,Cash,04/06/2007,01/07/2007,Value,,,,,"£7,000.00"
The Spring Lunch,David Swanson,Impermissible Donor,,25/07/2011,Value,,,,,"£1,500.00"
The Spring Lunch,FT Estates Ltd,Cash,03/05/2023,10/05/2023,Value,,,,,"£11,400.00"
The Spring Lunch,Lady Victoria De Rothchild,Cash,22/03/2018,26/03/2018,Value,,,,,"£10,000.00"
The Spring Lunch,Mr D Korot Kov Kognonovich,Cash,19/06/2013,18/07/2013,Value,,,,,"£16,450.00"
The Spring Lunch,Mr John P Griffin,Cash,25/05/2017,15/06/2017,Value,,,,,"£21,500.00"
The Spring Lunch,Mr M Amersi,Cash,17/05/2022,27/05/2022,Value,,,,,"£15,750.00"
The Spring Lunch,Mrs J Crompton,Cash,01/06/2012,01/06/2012,Value,,,,,"£17,000.00"
The Spring Lunch,Ms Anne Rosemary Said,Cash,31/05/2011,24/06/2011,Value,,,,,"£11,000.00"
The Spring Lunch,Ms L Chernuhkin,Cash,17/05/2022,27/05/2022,Value,,,,,"£7,616.00"
The Spring Lunch,Oracle Capital Advisors Ltd,Cash,12/06/2012,15/06/2012,Value,,,,,"£8,400.00"
The Spring Lunch,Quinlan Real Estate Ltd,Cash,04/07/2019,05/07/2019,Value,,,,,"£15,000.00"
The Spring Lunch,Sun Mark Ltd,Cash,16/05/2018,12/06/2018,Value,,,,,"£9,000.00"
The Spring Lunch,The Grace Club,Non Cash,30/04/2014,15/05/2014,Value,,Other,,,"£8,000.00"
The Spring Lunch,The Website Mentor Ltd,Non Cash,02/05/2023,10/05/2023,Value,,Auction prizes,,,"£9,000.00"
The Spring Lunch,Trenchant Ltd,Cash,27/06/2013,18/07/2013,Value,,,,,"£20,800.00"
Thelma Walker,Barclays Bank,Cash,09/02/2018,09/03/2018,Value,,,,,"£1,721.69"
Theresa Griffin,Unison,Non Cash,29/07/2013,09/08/2013,Value,,Other,Labour Party Euro Ballot,,"£11,121.00"
Theresa Griffin,Unite the Union,Non Cash,13/03/2008,01/04/2008,Value,,Advertising,,,"£10,048.00"
Theresa Griffin,Unite the Union,Non Cash,04/07/2013,09/08/2013,Value,,Other,Labour Party Euro Ballot,,"£27,740.95"
Theresa May MP," Abel Halpern",Cash,06/07/2016,15/09/2016,Value,,,,,"£30,000.00"
Theresa May MP," Alexia Florman",Cash,13/07/2016,15/09/2016,Value,,,,,"£5,000.00"
Theresa May MP," Anil Sharma",Cash,14/07/2016,15/09/2016,Value,,,,,"£5,000.00"
Theresa May MP," Atul Pathak",Cash,06/07/2016,15/09/2016,Value,,,,,"£5,000.00"
Theresa May MP," Daniel Green",Cash,06/07/2016,15/09/2016,Value,,,,,"£15,000.00"
Theresa May MP," Gursamarjit Singh",Cash,14/07/2016,15/09/2016,Value,,,,,"£15,000.00"
Theresa May MP," Ian Taylor",Cash,13/07/2016,15/09/2016,Value,,,,,"£15,000.00"
Theresa May MP," James Lupton",Cash,06/07/2016,15/09/2016,Value,,,,,"£25,000.00"
Theresa May MP," John Holmes",Cash,13/07/2016,15/09/2016,Value,,,,,"£15,000.00"
Theresa May MP," Leopold Noe",Cash,13/07/2016,15/09/2016,Value,,,,,"£15,000.00"
Theresa May MP," Mark Neale",Cash,06/07/2016,15/09/2016,Value,,,,,"£10,000.00"
Theresa May MP," Michael Davis",Cash,06/07/2016,15/09/2016,Value,,,,,"£30,000.00"
Theresa May MP," Michael Lewis",Cash,13/07/2016,15/09/2016,Value,,,,,"£15,000.00"
Theresa May MP," Nicholas Campsie",Cash,13/07/2016,15/09/2016,Value,,,,,"£20,000.00"
Theresa May MP," Ravinder Singh Gidar",Cash,06/07/2016,15/09/2016,Value,,,,,"£5,000.00"
Theresa May MP,BAA Plc,Non Cash,22/01/2003,01/02/2003,Value,,Travel,,,"£5,245.20"
Theresa May MP,Government of Bahrain,Visit,13/11/2022,23/02/2023,Value,Bahrain,,,To meet with Government and officials to discuss Bahrain's efforts to tackle modern slavery and human trafficking,"£6,043.81"
Theresa May MP,IPGL Ltd,Cash,13/07/2016,15/09/2016,Value,,,,,"£20,000.00"
Theresa May MP,Liberal Party of Australia (Victoria Division),Visit,09/02/2022,09/03/2022,Value,"Victoria, Australia",,,To promote gender diversity in politics and business.,"£38,700.00"
Theresa May MP,"Ministry for Business, Tourism and The Port",Visit,17/11/2023,30/11/2023,Value,Gibraltar,,,To meet with the Chief Minister of Gibraltar and appear at the GIBUNCO Gibraltar International Literary Festival.,"£1,828.00"
Theresa May MP,Mr Michael Hintze,Non Cash,22/09/2009,01/10/2009,Value,,Hospitality,,,"£1,200.00"
Theresa May MP,Sunmark Ltd,Cash,06/07/2016,15/09/2016,Value,,,,,"£25,000.00"
Theresa May MP,The Office of Theresa May (company),Visit,13/11/2022,09/12/2022,Value,Bahrain,,,To meet with Government and officials to discuss Bahrain's efforts to tackle modern slavery and human trafficking.,"£10,558.00"
Theresa May MP,The State of San Marino,Visit,22/10/2021,10/11/2021,Value,San Marino,,,To receive an honour for work on strengthening ties between the United Kingdom and San Marino.,"£7,611.42"
Theresa May MP,Tratos (UK) Ltd,Cash,06/07/2016,15/09/2016,Value,,,,,"£5,000.00"
Theresa Villiers MP,Alena Ltd,Cash,31/01/2008,01/02/2008,Value,,,,,"£2,000.00"
Theresa Villiers MP,APPG for the Polar Regions,Visit,24/08/2018,24/09/2018,Value,Greenland,,,"To establish and develop dialogue with the Parliament and Government of Greenland; promote awareness and understanding among UK Parliamentarians of challenges and opportunities facing Greenland as a consequence of environmental, geopolitical and economic c","£2,707.00"
Theresa Villiers MP,BAA Plc,Non Cash,10/07/2001,01/08/2001,Value,,Travel,,,"£3,933.90"
Theresa Villiers MP,Conservative Friends of Israel,Visit,12/02/2017,01/03/2017,Value,Israel and the West Bank,,,"To meet political leaders, commentators, business figures and others to discuss the prospects for a negotiated settlement between Israel and the Palestinians.","£2,300.00"
Theresa Villiers MP,Katsouris Fresh Foods,Cash,28/11/2001,01/12/2001,Value,,,,,"£1,656.75"
Theresa Villiers MP,Transeuro Amertrans Worldwide Relocations,Cash,12/08/2001,01/09/2001,Value,,,,,"£1,250.00"
Thérèse Coffey MP,Catholic Bishops’ Conference of England and Wales,Non Cash,09/10/2017,21/11/2017,Value,,Staff costs,,,"£14,494.14"
Thérèse Coffey MP,Catholic Bishops’ Conference of England and Wales,Non Cash,08/10/2018,24/10/2018,Value,,Staff costs,,,"£12,266.00"
Thérèse Coffey MP,Microsoft UK,Non Cash,20/06/2013,10/09/2013,Value,,Other,,,"£6,813.95"
Thomas Clarke MP,BAA Plc,Non Cash,30/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
Thomas Docherty MP,"Minister of Foreign Affairs, Bahrain",Visit,25/10/2010,01/11/2010,Value,Bahrain,,,"Meet with Ministers, observe elections","£3,279.00"
Thomas McAvoy,BAA Plc,Non Cash,01/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
Tim Boswell MP,BAA Plc,Non Cash,09/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
Tim Boswell MP,Birmingham International Airport Plc,Non Cash,31/07/2001,01/08/2001,Value,,Travel,,,"£8,614.00"
Tim Collins MP,BAA Plc,Non Cash,16/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
Tim Collins MP,Lord Feldman of Frognal,Cash,14/02/2005,01/03/2005,Value,,,,,"£11,643.00"
Tim Farron MP," Ben Rich",Non Cash,21/06/2015,05/06/2015,Value,,Administration services,,,"£2,600.00"
Tim Farron MP," Bhandu Choudrie",Cash,07/07/2015,05/06/2015,Value,,,,,"£5,000.00"
Tim Farron MP," Derek Laud",Cash,08/07/2015,30/07/2015,Value,,,,,"£2,000.00"
Tim Farron MP," Dinesh Dhamija",Cash,21/07/2015,22/07/2015,Value,,,,,"£5,000.00"
Tim Farron MP," Dinesh Dhamija",Cash,22/07/2015,30/07/2015,Value,,,,,"£5,000.00"
Tim Farron MP," Laurence Brass",Cash,22/06/2015,05/06/2015,Value,,,,,"£3,000.00"
Tim Farron MP," Paul Strasburger",Cash,22/06/2015,05/06/2015,Value,,,,,"£2,500.00"
Tim Farron MP," Richard Steer",Cash,07/07/2015,05/06/2015,Value,,,,,"£2,000.00"
Tim Farron MP," Sudhir Choudhrie",Cash,07/07/2015,05/06/2015,Value,,,,,"£5,000.00"
Tim Farron MP,Asylum & Migration Policy Project (RAMP),Non Cash,01/10/2022,06/12/2022,Value,,Staff costs,,,"£10,920.00"
Tim Farron MP,Brompton Capital Ltd,Non Cash,01/02/2013,14/02/2013,Value,,Staff costs,,,"£20,000.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,16/04/2018,16/05/2018,Value,,Staff costs,,,"£50,319.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/03/2019,01/03/2019,Value,,Consultancy services,,,"£15,000.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/03/2020,01/03/2021,Value,,Consultancy services,,,"£14,400.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/04/2020,01/03/2021,Value,,Consultancy services,,,"£22,918.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/09/2020,03/03/2021,Value,,Staff costs,,,"£11,579.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/09/2020,01/03/2021,Value,,Staff costs,,,"£11,368.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/03/2021,01/03/2021,Value,,Consultancy services,,,"£14,400.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/04/2021,22/04/2021,Value,,Consultancy services,,,"£23,665.35"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/04/2021,03/03/2021,Value,,Staff costs,,,"£23,170.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/09/2021,16/09/2021,Value,,Staff costs,,,"£11,898.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/03/2022,09/03/2022,Value,,Consultancy services,,,"£29,520.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/04/2022,06/12/2022,Value,,Staff costs,,,"£27,048.91"
Tim Farron MP,Faith in Public Ltd,Non Cash,06/09/2022,06/12/2022,Value,,Staff costs,,,"£12,791.47"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/03/2023,01/03/2023,Value,,Consultancy services,,,"£15,264.00"
Tim Farron MP,Faith in Public Ltd,Non Cash,01/04/2023,08/09/2023,Value,,Staff costs,,,"£27,940.82"
Tim Farron MP,Faith in Public Ltd,Non Cash,04/09/2023,21/11/2023,Value,,Staff costs,,,"£13,914.06"
Tim Farron MP,Good Faith Partnership LLP,Cash,01/01/2020,10/01/2020,Value,,,,,"£9,100.00"
Tim Farron MP,Good Faith Partnership LLP,Non Cash,05/02/2018,01/03/2018,Value,,Staff costs,,,"£25,320.00"
Tim Farron MP,Joseph Rowntree Reform Trust,Cash,08/09/2011,14/10/2011,Value,,,,,"£3,338.00"
Tim Farron MP,Marcus Evans Limited,Cash,06/07/2015,05/06/2015,Value,,,,,"£5,000.00"
Tim Farron MP,Ministry of Sound,Cash,28/08/2012,05/09/2012,Value,,,President of Liberal Democrats,,"£4,000.00"
Tim Farron MP,"The Refugee, Asylum and Migration Policy Project (RAMP)",Non Cash,01/07/2020,20/07/2020,Value,,Staff costs,,,"£9,100.00"
Tim Farron MP,"The Refugee, Asylum and Migration Policy Project (RAMP)",Non Cash,01/01/2021,01/03/2021,Value,,Consultancy services,,,"£7,584.00"
Tim Farron MP,"The Refugee, Asylum and Migration Policy Project (RAMP)",Non Cash,01/06/2021,11/06/2021,Value,,Consultancy services,,,"£7,584.00"
Tim Farron MP,"The Refugee, Asylum and Migration Policy Project (RAMP)",Non Cash,01/12/2021,01/12/2021,Value,,Staff costs,,,"£7,900.00"
Tim Farron MP,"The Refugee, Asylum and Migration Policy Project (RAMP)",Non Cash,01/04/2022,05/07/2022,Value,,Staff costs,,,"£10,920.00"
Tim Farron MP,"The Refugee, Asylum and Migration Policy Project (RAMP)",Non Cash,01/04/2023,08/09/2023,Value,,Staff costs,,,"£17,550.00"
Tim Loughton MP,BAA Plc,Non Cash,30/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
Tim Loughton MP,Channel 4,Non Cash,12/02/2017,08/03/2017,Value,,Hospitality,,,"£1,840.00"
Tim Loughton MP,Conservative Friends of Israel (CFI Ltd),Visit,28/07/2019,14/08/2019,Value,Israel and the West Bank,,,"Fact finding political delegation to Israel and the West Bank - Air travel, accommodation and hospitality with a value of £2,500.","£2,500.00"
Tim Loughton MP,Conservative Middle East Council,Visit,02/10/2018,17/10/2018,Value,Lebanon,,,Parliamentary fact finding in order to gain a deeper understanding of the strategic links between the Republic of Lebanon and the UK.,"£1,817.00"
Tim Loughton MP,Consolidated Contractors Company,Visit,18/11/2009,01/12/2009,Value,Tajikstan,,,Met with parliamentarians.,"£1,408.20"
Tim Loughton MP,Mr Martyn Rose,Cash,18/09/2007,01/10/2007,Value,,,,,"£55,470.03"
Tim Loughton MP,Mr Martyn Rose,Cash,31/12/2007,01/01/2008,Value,,,,,"£23,770.00"
Tim Loughton MP,Mr Martyn Rose,Cash,31/01/2008,01/02/2008,Value,,,,,"£16,508.95"
Tim Loughton MP,Mr Martyn Rose,Cash,29/02/2008,01/03/2008,Value,,,,,"£23,618.00"
Tim Loughton MP,Mr Martyn Rose,Cash,30/09/2008,01/10/2008,Value,,,,,"£2,860.00"
Tim Loughton MP,Mr Martyn Rose,Cash,31/10/2008,01/11/2008,Value,,,,,"£2,860.00"
Tim Loughton MP,Mr Martyn Rose,Cash,30/11/2008,01/12/2008,Value,,,,,"£2,860.00"
Tim Loughton MP,Mr Martyn Rose,Cash,31/12/2008,01/01/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,31/01/2009,01/02/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,28/02/2009,01/03/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,28/03/2009,01/04/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,28/04/2009,01/05/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,29/05/2009,01/06/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,01/07/2009,01/08/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,27/08/2009,01/09/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,01/09/2009,01/10/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,01/10/2009,01/11/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,01/11/2009,01/12/2009,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,31/12/2009,01/01/2010,Value,,,,,"£2,799.10"
Tim Loughton MP,Mr Martyn Rose,Cash,31/01/2010,01/02/2010,Value,,,,,"£2,859.95"
Tim Loughton MP,Mr Richard Sharp,Cash,11/01/2008,01/02/2008,Value,,,,,"£2,934.10"
Tim Loughton MP,Results UK,Visit,01/05/2017,27/06/2017,Value,"Washington DC, USA",,,Attended World Bank Spring Meetings in Washington DC as guest of the charity Results UK. Curtailed due to General Election announcement.,"£1,855.44"
Tim Yeo MP,BAA Plc,Non Cash,31/08/2001,01/09/2001,Value,,Travel,,,"£5,245.20"
Tim Yeo MP,"British High Commission, Canada",Visit,29/05/2006,01/06/2006,Value,"Ottawa, Canada",,,To meet Canadian MPs to discuss climate change,"£2,754.00"
Tim Yeo MP,Clean Energy Council of Australia,Visit,08/02/2013,18/04/2013,Value,"Australia (Melbourne, Canberra, Sydney and Brisbane)",,,"To meet energy industry representatives, civil servants and members of Parliament, to discuss energy issues.","£8,762.61"
Tim Yeo MP,Edulink Consultants,Visit,28/04/2013,31/10/2013,Value,Sri Lanka,,,Attend the opening of Victoria Higher Education Campus.,"£2,480.25"
Tim Yeo MP,Forum Invest,Visit,10/07/2009,01/08/2009,Value,Monte Carlo,,,not recorded,"£1,500.00"
Tim Yeo MP,Forum Invest,Visit,06/10/2009,01/11/2009,Value,Bucharest,,,Discuss Romania's attitude to climate change.,"£1,200.00"
Tim Yeo MP,Humana Europe,Visit,19/09/2008,01/10/2008,Value,"Louisville, Kentucky, USA",,,Ryder cup.,"£8,000.00"
Tim Yeo MP,"Middlesex University, Dubai",Visit,24/09/2010,01/10/2010,Value,Dubai,,,Visit University campus and clinic.,"£3,500.00"
Tim Yeo MP,Mohamed Farid Khamis Association for Society Development,Visit,31/01/2014,15/02/2014,Value,"Cairo, Egypt",,,"To meet government ministers, religious leaders and representatives of civil society in Egypt","£3,000.00"
Tim Yeo MP,Mr Nadhmi Auchi,Visit,04/01/2007,01/02/2007,Value,Lebanon and Syria,,,To meet the Presidents of Syria and Lebanon,"£3,000.00"
Tim Yeo MP,National Institute of Technology,Visit,21/03/2009,01/04/2009,Value,"Taj Chandigarh, Chandigarh",,,Speak at the EnviroEnergy Conference 2009,"£1,500.00"
Tim Yeo MP,Renewable Energy Association,Visit,29/03/2013,31/10/2013,Value,China,,,"Attending a conference, meeting officials, academics and business people.","£2,732.00"
Tim Yeo MP,Sherritt International,Visit,16/11/2006,01/12/2006,Value,Cuba,,,To meet government officials,"£3,292.90"
Tim Yeo MP,UK-Korea forum for the Future,Visit,12/06/2013,09/09/2013,Value,"Seoul, Republic of Korea",,,To take part in the UK-Korea Forum for the Future.,"£2,644.00"
Tim Yeo MP,Waste2Tricity Ltd,Visit,05/01/2015,20/01/2015,Value,Bangkok,,,Fact-finding trip to learn more about the energy from waste sector in Thailand.,"£3,500.00"
Timothy Kirkhope MEP,IPGL Ltd,Visit,30/05/2009,01/06/2009,Value,Prague and Warsaw,,,Meetings with Czech and Polish parties.,"£3,044.98"
Tobias Ellwood MP,Boeing United Kingdom Ltd,Visit,16/05/2022,21/06/2022,Value,"Washington DC and St Louis, United States",,,Fact finding visit to aerospace defence plants.,"£5,404.62"
Tobias Ellwood MP,Conservative Friends of Israel,Visit,19/02/2009,01/03/2009,Value,"Israel, West Bank and Golan Heights",,,Parliamentary visit.,"£2,000.00"
Tobias Ellwood MP,Conservative Middle East Council,Visit,29/09/2006,01/10/2006,Value,"Oman, Syria, Lebanon",,,Conservative Party Parliamentary delegation visit,"£1,804.90"
Tobias Ellwood MP,German Marshall Fund of the United States,Visit,29/11/2022,22/12/2022,Value,Taipei,,,Attendance and Participation in transatlantic fact-finding delegation to Taiwan,"£5,934.28"
Tobias Ellwood MP,Goddard Partners,Visit,30/10/2011,23/11/2011,Value,Washington,,,Discussion regarding future of Afghanistan,"£1,800.00"
Tobias Ellwood MP,Government of Georgia,Visit,06/04/2011,16/06/2011,Value,"Tblisi, Georgia",,,"To meet with senior members of the Georgian Government and military, and to speak with them on the topic of UK-Georgian relations and regional influences.","£1,898.44"
Tobias Ellwood MP,Government of Japan,Visit,31/10/2010,23/11/2011,Value,Japan,,,Furthering Anglo-Japanese relations,"£3,100.00"
Tobias Ellwood MP,Government of Saudi Arabia,Visit,07/02/2008,01/03/2008,Value,Riyadh,,,To meet Saudi political leaders,"£3,405.00"
Tobias Ellwood MP,Government of Sultanate of Oman,Visit,24/09/2006,01/10/2006,Value,Oman,,,Conservative Party Parliamentary delegation visit,"£1,500.00"
Tobias Ellwood MP,HALO Trust,Exempt Trust,10/07/2023,09/08/2023,Value,,Travel,,,"£2,025.74"
Tobias Ellwood MP,Hart Integrated Solutions,Visit,22/06/2014,07/08/2014,Value,"Erbil, Iraq",,,"fact-finding visit with the Kurdistan Region APPG, to meet senior security and political leaders, as well as a camp for refugees.","£2,250.00"
Tobias Ellwood MP,Kingdom of Bahrain Ministry of Foreign Affairs,Visit,18/11/2021,02/11/2021,Value,Bahrain,,,Parliamentary delegation to the IISS Manama Dialogue 2021 to understand the Middle East's most pressing security challenges.,"£5,349.00"
Tobias Ellwood MP,"Majlis As Shura, Shura Council of the Kingdom of Saudi Arabia",Visit,01/12/2012,21/01/2013,Value,"Riyadh, Saudi Arabia",,,"As part of the UK Defence Forum delegation to gain an understanding of the
political and security framework as related to the Saudi Government.","£6,600.00"
Tobias Ellwood MP,Mr John Lewis,Non Cash,01/02/2010,01/03/2010,Value,,Hospitality,,,"£2,000.00"
Tobias Ellwood MP,Saudi Arabia Ministry of Foreign Affairs,Visit,22/09/2019,08/10/2019,Value,Saudi Arabia,,,"Parliamentary fact finding visit to Saudi Aramco facilities targeted in 14 September 2019 attack, and briefings on latest regional situation.","£7,562.02"
Tobias Ellwood MP,"Sir Bani Yas Forum, UAE Ministry of Foreign Affairs",Visit,11/11/2021,08/12/2021,Value,Dubai,,,Attendance at the Sir Bani Yas Forum,"£8,657.31"
Tobias Ellwood MP,UAE Ministry of Foreign Affairs,Visit,04/11/2022,05/12/2022,Value,Abu Dhabi,,,Attendance and Participation in Sir Bani Yas Conference to gain an understanding of security issues facing the Middle East and the wider global community.,"£6,679.01"
Toby Perkins,Sardar Group of Companies,Visit,20/06/2019,19/07/2019,Value,"Erbil and Slemani provinces, Arabat, Slemani, Erbil",,,"APPG Kurdistan Region in Iraq visit to meet Prime Minister, Foreign Minister, Kurdistani MPs, UK Consul-General, Governors, Chambers of Commerce, and visit a camp for internally displaced people and places of cultural significance.","£3,000.00"
Together 2030 Ltd,Democracy Forum,Cash,05/05/2022,24/11/2022,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,06/09/2022,24/11/2022,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,06/10/2022,24/11/2022,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,06/11/2022,24/11/2022,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,23/01/2023,26/04/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,23/02/2023,26/04/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,06/03/2023,26/04/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,06/04/2023,26/04/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,03/05/2023,29/08/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,05/06/2023,29/08/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,05/07/2023,29/08/2023,Value,,,,,"£2,000.00"
Together 2030 Ltd,Democracy Forum,Cash,06/08/2023,29/08/2023,Value,,,,,"£2,000.00"
